バキューム車タンク内の清掃作業中におけるキシレン中毒本災害は、バキューム車タンク内の清掃作業中に発生した。被災者がバキューム車タンク内での清掃作業中、タンク内部から異音がしたため、同僚がタンク頂部のマンホールから覗き込んだところ、仰向けで倒れている被災者を発見し、救急車で搬送した。診察の結果、キシレン中毒と診断された。また、タンク底部に溜まっていたキシレンが被災者着用の雨合羽のすき間より頭から背中にかけて入ったため、頭部及び背部に化学熱傷を負った。,0,1,0,0
ドライアイスから気化した二酸化炭素により急性二酸化炭素中毒本被災は、社用車でのドライアイスの運搬中に発生した。被災者が社用車の後部荷物室に新聞紙で包んだドライアイス（174kg）を積み運搬していたところ、気化した二酸化炭素が車内に充満し呼吸困難となった。事業所駐車場に戻った時点で意識が薄く、救急車で病院に搬送され、右小脳出血、急性二酸化炭素中毒、高血圧性脳内出血と診断された。,0,1,0,0
導水トンネルの補修工事における一酸化炭素中毒により死亡本被災は、導水トンネルの補修工事中に発生した。トンネルの入り口から150m付近の坑内で、ガソリンエンジンの発電機を使用し、トンネルの壁に電動ドリルで削孔する作業をおこなっていた作業者4名が坑内で倒れているのが発見された。補修工事中のトンネルの下部には水が流れている状態であった。作業者のうち1名は一酸化炭素中毒による溺水、他の3名は一酸化炭素中毒と診断された。,1,3,0,0
溶接作業中の一酸化炭素中毒本災害は、天井クレーンのガーダーの内部の溶接作業中に発生した。被災者は、製造中の天井クレーンのガーダーの内部において、下板と腹板の接合部分の溶接作業を行い、作業が終了したためガーダー内から出てきて同僚労働者に作業が終了したことを報告した直後に倒れた。その後、病院に搬送され、一酸化炭素中毒と診断された。通風の不十分なガーダー内部で、炭酸ガスアーク溶接を行い、炭酸ガスの熱分解により発生した一酸化炭素にばく露したことが原因と考えられる。,0,1,0,0
養生用治具の洗浄作業における有機溶剤中毒本災害は、自動車部品の塗装作業における養生治具の洗浄作業において、1-ブロモプロパンを含有する洗浄液を用いて自動車部品の塗装の際に使用する養生用治具の洗浄作業中に発生した。1-ブロモプロパンを80%以上含む約15Lの洗浄液が入った洗浄槽内に養生用治具を含浸させ、洗い場に取り出してブラシを用いて洗浄し、エアーブローにより乾燥させるという一連の作業に従事していた被災者が、吐き気を訴え医療機関を受診した。後日、有機溶剤中毒と診断された。作業場に局所排気装置は設置されていなかった。,0,1,0,0
医療用器具等の滅菌処理中のガス中毒により入院本災害は、クリニックにおける医療用器具等の滅菌処理中に発生した。被災者は、エチレンオキシドを使用する滅菌器を用いて医療用器具等の滅菌処理を行っていたところ、滅菌器からエチレンオキシドが漏れ、クリニック準備室内で診察開始前の準備をしていた作業者が目の痛み等を訴え、3名が嘔吐し、ガス中毒となった。被災者は、特定業務従事者健康診断を実施していなかった。,0,5,0,0
インクジェットヘッドの洗浄作業におけるイソプロピルアルコール中毒本災害は、インクジェットヘッドを製造する事業所において、インクジェットヘッドの洗浄作業中に発生した。被災者はイソプロピルアルコール（以下、IPA）を使用したインクジェットヘッドの洗浄作業中、誤ってIPAの入った一斗缶を倒してしまい、床にこぼれたIPAをふき取る際、有機ガス用防毒マスクや保護手袋を使用することなく作業しIPAに直接ばく露した。被災者は吐き気を訴え、IPA中毒と診断された。有機溶剤健康診断は受診していなかった。,0,1,0,0
コンクリートカッター使用中の一酸化炭素中毒により入院本災害は、保育施設においてコンクリート床スラブの切断、破砕作業中に発生した。床暖房を設置するための作業により発生する粉じん飛散防止のため、遊戯室内の床暖房設置場所を仮囲いした内部において、内燃機関を有するコンクリートカッター2台及び内燃機関を有するブレーカー1台によるコンクリート床スラブの切断、破砕作業を行っていたところ、被災者1名が倒れ、他の5名も体調不良を訴えた。現場では、粉じんの排出をするため、仮囲いの入口近くにポータブル送風機を排気用途で2台、扇風機2台を内部で稼動させていた。,0,4,0,0
タンク修理のための溶断作業における肺障害により入院本災害は、タンクの修理における溶断作業中に発生した。当該事業場の検査工場において、タンク修理のため、別の作業者がタンクを横向きに寝かせた状態でタンクの外から溶断作業を行い、被災者がタンク内部にて除じん装置を稼動させながら防じんマスクを着用し、溶断により飛散する火花を受けとめる作業を行なっていた。スポットクーラーで送風しながら作業を進めたが、除じん装置の吸引量が追いつかず、金属ヒュームを吸引することにより肺障害を発症した。,0,1,0,0
カビ取り用洗剤を使用した作業による次亜塩素酸ナトリウム中毒本災害は、食品製造工場における壁のカビ取り作業後に発生した。製造工場の通路において、次亜塩素酸ナトリウムを10～12％含有するカビ取り用洗剤を使用して、通路の壁のカビ取り作業を行なっていた際に、汚れの落ちが悪いため、通常500倍に希釈して作業するところ、洗剤を希釈せずに原液のまま使用した。帰宅後、息苦しい等の症状が発生したため病院を受診したところ、次亜塩素酸ナトリウム中毒と診断された。,0,1,0,0
外国人派遣作業員が、プレス機作業中、プレス機内に右手を差し込んだ状態で、起動ペダルを踏み、右手首を切断した。経験1ヶ月の外国人作業員（女性、派遣作業員）が、パソコンデスク昇降部レールの曲げ作業中、プレス機内部に手を差し込んだ状態で、起動ペダルを踏んだため作動したプレスで右手首を切断した。,0,1,0,0
反応缶のマンホールを開けたとき、同時に別の作業員が缶底からフラッシング作業に入ったため液が噴き出し、熱傷を負った。反応缶内で抽出作業を実施中、缶下バルブで抽出液を抜き出そうとしたが、流下してこなかった。被災者は、缶内確認の為、マンホールを開けて缶内状況を見ようとした。一方、別の作業者が缶下側から不活性ガスを用いて閉塞を取り除こうとフラッシング作業に入った。被災者がフラッシング作業に気付いた時には、抽出液がマンホールから噴き出し、加熱されていた抽出液が両足に降りかかった。被災者は、右足首に2度の表在熱傷を、左足首に2度の深在熱傷を負った。,0,1,0,0
揚げ物用フライヤーに点火中、フライヤー内にガスが充満し爆発的に火が吹き出し、両手の肘から下を火傷した。レストランのランチタイム開店準備のため、厨房で天ぷら等の揚げ物を調理するためにガス式フライヤーを加熱しようとした。被災者はフライヤーの点火口の前で身体をかがめて点火しようとしていた。チャッカマンで点火したが上手く着火しなかった。何回も点火作業を繰り返している途中、フライヤーの中にガスが充満し、突然、フライヤーの中で爆発的に着火し、火が点火口から吹き出し被災者は両腕の肘から先を火傷した。,0,1,0,0
車椅子の利用者を送迎車に乗せる際車椅子が動いたため慌てて介助ブレーキを掛けた時、手を送迎車のガラス窓に強くぶつけて負傷。グループホームの利用者を病院から送迎車で連れ帰る時、送迎車の後部から車椅子に乗った利用者を後ろから押して送迎車に乗せた。その時、力を入れ過ぎて前に押したので車椅子が走りだし、慌てて車椅子の介助ブレーキを急に掛けた際、利用者が驚き被災者の左手を強く握り捻ったので、思わず手を離そうとした時、車の窓ガラスに左手を強くぶつけた。その結果、左手打撲、左肘挫創、左尺骨神経損傷、左中指脱臼等の負傷をした。,0,1,0,0
クッキーカッター機のベルト部分の掃除中、カッターの刃で右手中指を切断した。クッキーカッター機を動かしたまま同機のベルト部分の掃除をしていた。カットされたクッキー生地の出口付近で回転しているベルトに手を押し付けて拭いていたところ、力が入ってしまい誤って右手が滑りこんだ。その際、カッターの刃で右手中指の先端を1.3cmほど切断した。,0,1,0,0
フォークリフトにパレットを前方が見えなくなる程高く積み前進走行していた時、歩行中の被災者に接触し負傷させた。フォークリフトでパレットの移動作業をしていた作業者が、パレットを前方が見えなくなる程高く積み前進走行していた時、歩行中の被災者に気づかず後方から接触した。その時、パレットの最下段に被災者の両足首が当たり負傷させた。,0,1,0,0
フォークリフト下部に潜って追加点検中、立合者が現場を離れた隙に、別の作業員がフォークリフトを発進させ、轢かれて死亡した。フォークリフトの修理点検依頼を受け、現地で修理作業を一旦終えたが、立合オペレーターから追加点検を求められ、前面下部に潜り込んで点検していた。立合オペレーターは追加修理依頼をした後に、現場を離れた。その間に点検中と知らされてない関連会社の社員が乗車し、エンジンを起動して発進させたため、点検作業をしていた被災者の上を進行し、左脇腹から右足にかけて轢かれ負傷し、病院へ搬送されたが死亡した。,1,0,0,0
トンネル坑内での高圧水洗掃除作業で、エンジン式の仮設発電機を坑内に設置して作業し、CO中毒で病院搬送された。トンネル内の大型水槽(幅3.7m*奥行101m*高さ2.2m)内を高圧洗浄清掃すべく、洗浄機向け自家発電機2台と排風機1台を坑内に設置して排風しながら作業したが、水槽洗浄を終え槽から出る際に、3人がCO（一酸化炭素）中毒にて体の自由が利かなくなり、駆け付け救出に当たった他の作業員も気分が悪くなって病院に搬送された。,0,1,0,0
介護対象者を後方から支えて歩行させようとしたとき、二人一緒に転倒してポータブルトイレで胸を強打して肋骨を骨折した。被災者はデイサービスのお迎えに介護対象者（利用者）宅に出かけた。利用者を部屋のベッドから出口に置いてある車椅子まで移乗させる介護をしていた。利用者は身体の右半分に麻痺があるので、ベッドから起こし立ち上げた後、後方から支えて歩行させようと利用者の後方に回り込む途中、利用者がバランスを崩し被災者側に倒れこんできたので一緒に転倒してしまった。その時、傍にあったポータブルトイレの肘掛けに胸が強く当たり右側肋骨を骨折した。,0,1,0,0
調理中にフライパンの油に引火し慌てて水の入ったシンクに高温の油を入れたところ水が沸騰し、生じた蒸気により右手を火傷した。レストランの調理場で調理中、フライパンの中の油に引火し炎が上がったので慌てて、汚れた食器の入っているシンクの中に高温の油を入れた。その時、シンクの中に溜まっていた水が急激に沸騰して高温の蒸気が発生し、右手の指から肘付近までを火傷した。,0,1,0,0
伐採した木の移動作業中、運転作業者がドラグ・ショベルを後退させたところ、後方にいた被災者が両足を履帯に挟まれて死亡した。作業現場は一般家屋の解体作業を4名で行っていた。被災者はドラグ・ショベルで支えられた立木をチェーンソーで切り込みを入れる役割であった。切り込みを入れた立木をバケットで倒すために運転者はドラグ・ショベルを後退させた際に、後方にいた被災者に気が付かず、被災者は履帯に両足を挟まれてしまった。ドラグ・ショベルの運転者は運転の資格を持っていなかった。被災者は被災直後は意識はあり、救急車で病院に運ばれたが、2日後に死亡した。,1,0,0,0
廃材の入ったフレキシブルコンテナバッグの帯を解体用建設機械のアタッチメントに掛ける作業で、被災者の頭部が挟まれ死亡した。作業現場では既存建物の解体作業を6名で行っていた。被災者は廃材の入ったフレキシブルコンテナバッグの帯を解体用車両系建設機械のアタッチメント（コンクリートの小割圧砕用）に引っ掛ける作業を行っていた。被災者がアタッチメントを閉じる合図と上げる合図を行ったのを確認したので、建設機械運転者が当該操作を行ったところ、被災者がアタッチメントに挟まれ、宙に浮くのを発見した。被災者は頭部骨折のため死亡した。,1,0,0,0
鋼製橋梁の建設工事で、橋梁下部に潜り込みつり足場の作業床を解体していた時、作業床の下を流れる水深3mの川に落水し溺死した。橋長35mの鋼製橋梁の新設工事において、4名の作業員で橋梁下部のつり足場の解体作業を行っていた。被災者は橋の下部に潜り込みつり足場の作業床を解体していたが、作業床の開口部（0.7m×0.9m）から下を流れる水深3mの川に落水した。1.5時間後落水箇所から100m下流の川の中から発見されたが、溺水により死亡した。,1,0,0,0
6階建てのビル屋上での足場組み立て作業で、被災者が屋上の床スラブ上を移動中、開口部から23.5m下の地上まで墜落して死亡した。SRC（鉄骨鉄筋コンクリート）造6階建てのビル屋上において、解体用の防音シートを張るための足場組み立て作業中、被災者（学生アルバイト）は壁つなぎの部材（長さ1.3mの単管）を壁つなぎ増設作業中の鳶工に橋渡しをしようとして、屋上床スラブを移動中、解体ガラ投下用の開口部（幅1.7m×長さ3m×高さ23.5m）から、地上（1階床スラブ）まで墜落して死亡した。,1,0,0,0
大型ソーラーパネル工事で高さ13mの箇所で作業中、足を掛けていた鉄骨または根がらみから足を滑らせ地上まで墜落して死亡した。4名の作業員で大型ソーラーパネル建造物裏側の鉄骨の塗装前準備作業（養生）を行っていた。被災者は高さ13mの仮設足場とソーラーパネルとの間の開口部（115cm）の箇所で養生作業を実施中、足を載せていた鉄骨（幅5cm）または根がらみ（径4.8cm）から足を滑らせて地上まで墜落し、脳挫傷のため死亡した。,1,0,0,0
道路を開削して土止め支保工を設置後、掘削底に入って作業中、土止め支保工が崩壊して2本の腹起しの間に首が挟まれ、1名が死亡。下水道管の更新工事現場において、道路をドラグショベルで開削（長さ7m、幅2m、深さ2.5m）し、軽量鋼矢板を打設して土止め支保工を設置した後に、被災者と同僚の2名が掘削底に入り、支保工の鋼矢板に腹起し角パイプ、切梁を取り付けようとしていたところ、南側土止め支保工が崩壊した。その結果、南側と北側の2本の腹起し角パイプの間に被災者の首が挟まれ、窒息により死亡した。,1,0,0,0
建物の外壁改修工事を実施中、昼食休憩のため足場を降りようとしたときに乗っていた足場が倒れ、作業員5名が巻き込まれて負傷。被災者は、建物の外壁改修工事のために設置された足場（高さ20.9m、長さ89m、枠組み足場11層、50スパン）においてシーリングの打ち替え作業を行っていたところ、昼食休憩のため足場を降りようとしたときに乗っていた足場が倒れ、巻き込まれて負傷した。（被災者5名、休業見込45日～2週）,0,5,0,0
古民家の解体工事でコンクリートブロック壁のはつり作業を行っていたところ、突如壁が倒壊して労働者2名が下敷きとなり死亡。5名の作業員で鉄筋コンクリートブロック造平屋建て古民家を解体工事中、北側の高さ3m、幅10mのコンクリートブロック壁を引き倒すため、地上から50cmの位置を電動ハンマー等ではつり作業を行っていたところ、突如コンクリート壁が倒壊し労働者2名が下敷きとなり死亡した。,2,0,0,0
駐車して車から降りたとき、車が後方に動いたため車両を止めようとして自車と駐車していた車両との間に入り、頭部を挟まれ死亡。被災者は、年始挨拶のため得意先事業場に到着し、車両を県道路肩に駐車した。被災者が運転席から降りた際に、車両が後方に逸走したため、被災者が車両を止めようとして自車と後方に駐車してあった車両との間に入り、頭部を挟まれて死亡した。被災者が駐車した場所は後方へ下り勾配となっており、エンジンは切っていたが、シフトレバーはニュートラルでサイドブレーキはかけていなかった。,1,0,0,0
卸売市場4階の駐車場で、被災者が運転していたターレットがエレベーター扉に衝突し、生じた隙間から8m下に墜落して死亡した。被災者は、卸売市場内の駐車場でターレットを運転し、商品の配送作業を行っていた。同駐車場4階で商品を下ろし店舗に戻るために4階エレベータホールに来たところ、ターレットが何らかの原因でエレベーター扉に正面から衝突し、その衝撃で扉の下部が外れ隙間が生じた。その隙間から被災者は8m下のエレベーター搬器のかご上に墜落し、多発外傷により死亡した。,1,0,0,0
被災者がトレーラーを路肩フェンスすれすれに停車し左側ドアから降りたところ、路肩フェンスを越えて高架下約20mに墜落し死亡。本件災害は片側2車線の高速道路で、接触、追突、墜落の3つの事象が複合して生じた。被災者の運転するトレーラー（路肩側車線）と相手側のトレーラー（中央分離帯車線）が並走中、両者が接触事故を起こした。相手側のトレーラーが右側から追い越して被災者のトレーラーの前方路肩側に寄り停車した際に、被災者のトレーラーが相手側の車に追突し、路肩フェンスすれすれのところに停車した。被災者は運転台側ドア（右側）がの接触事故のため損傷して開かないため、左側（路肩側）ドアから降りたところ、路肩フェンスを乗り越えて高架下約20メートルの遊歩道に墜落し、死亡した。,1,1,0,0
作業員が荷台からバーク（樹木の皮）を地上へ下ろす作業中に行方不明となったが、バークの下に埋もれて死亡していた。製紙会社工場内のスラッジボイラー建屋前において、21時20分頃から、被災者は単独で、コンテナセミトレーラに装備されているスライドデッキを稼働させ、自動的に荷台からバーク（ボイラー燃料の樹木の皮、18.47トン）を地上へ下ろす作業中に行方不明となった。23時20分にコンテナセミトレーラの荷台（高さ2.2m）から自動的に下ろされたバークの下に埋もれているところを発見された。胸部圧迫による窒息のため死亡。,1,0,0,0
クールボックスを1階に降ろす作業中、搬送機に異常が生じたので手動にして強引に押したところ荷が手前に倒れ、作業員3名が負傷。事業場の倉庫2階で、クールボックス（縦109×横109×高さ200cm重さ300kg）2個を専用の垂直搬送機で2階から1階に自動運転で降ろす作業を行っていた。クールボックス2個を専用の受け台に乗せ、稼働ボタンを押したところ、すぐに異常を知らせるランプが点灯した。直ちに手動運転に切り替えたが、受け台の左側だけ降下して傾いて止まったため、3名で受け台を手で強引に奥に押したところ、受け台が爪から外れて落下した。載っていたクールボックスのうち1個が手前に倒れ、労働者の1人は足を挟まれ、1人は右肩に当たり、1人は後ろ向きに転倒して負傷した。,0,1,0,0
トラックから空台車の荷下ろし作業中、何らかの原因により台車が倒れ被災者を跳ね飛ばした。被災者は後頭部を打って死亡した。被災者は駐車場において、空コンテナを積載した台車（以下空台車と称す。重量約30s/台）多数と商品入りの台車（約200s）1台をトラックに載せ、トラックから空台車3台をトラックに取り付けられたテールゲート昇降装置を用いて地上へ着床する作業をしていた。昇降装置のストッパーを解除した際に、何らかの原因により、荷台にあった商品入り台車が倒れ、昇降措置上の空台車に当たった。その空台車が支えていた被災者側に倒れ込み、被災者は跳ね飛ばされ、仰向けに転倒、後頭部を打ちつけた。尚、本災害発生時の作業には共同作業者はなく、直接に災害発生の目撃者はいなかった。,1,0,0,0
被災者はトラックステーションにトラックを駐車させたが、翌日、トラック荷台上で荷物と仕切り板との間に挟まれて死亡していた。ワンマンで13.5トントラックを運転する被災者は、運転途上に休息のため22:38トラックステーション駐車場にトラックを駐車させた。所属事業場の依頼で翌日9:00頃トラックステーションの店員が被災者のトラックを確認したところ、トラック荷台に垂直に立てられていた荷（スチール製ロッカーの部品（高さ238cm×幅63cm×厚さ4cm）、14枚、重さ30s/1枚）と木製仕切り板（高さ203cm×幅90cm×厚さ1cm）がトラック後方に20度ほど傾いており、被災者が荷と仕切り板の間（30cmほど）に体全体が挟まれているのを発見した。被災者は胸部圧迫による窒息のため死亡と確認された。,1,0,0,0
防水塗装塗布作業中に急性トルエン中毒により死亡本災害は、防水塗装塗布作業中に発生した。洗剤工場新築工事で、1階排水貯留槽ピット内を一人で防水塗装塗布作業を行う予定であった作業者（防水工）が、当該作業日の2日後に当該ピット内で倒れ死亡しているのを発見された。当該防水塗料（無溶剤型エポキシ樹脂塗料）は有機溶剤の含有重量が5%以下の塗料であったが、希釈するのにトルエンを使用した。災害発生当初は死因が判明しなかったが、後日、司法解剖の結果から、死因は急性トルエン中毒であった。,1,0,0,0
看板作成のため有機溶剤塗装作業中にペットボトルの有機溶剤誤飲によりシンナー中毒本災害は、事業所の敷地内で看板作成のため有機溶剤塗装作業中に発生した。有機溶剤塗装作業を2名の作業者が行っていた。うち1名が清涼飲料水と有機溶剤をそれぞれ500mLペットボトルに入れて作業場に持ち込んでいたが、清涼飲料水のはいったペットボトルと誤認して有機溶剤（ペイント薄め液）を飲んだ。現場で直ちに水1.5L程度飲ませた後、病院へ搬送した。診察の結果、シンナー中毒と診断され入院した。,0,1,0,0
ろ過装置の点検口内に上半身を入れろ布の穴を点検中ノルマルヘキサン中毒により死亡本災害は、ろ過装置の点検口内に上半身を入れ作業中に発生した。工場の冷却ろ過工程で、ろ過装置内のろ布に穴が空いていたため、作業者1名が穴を塞ぐためろ過装置上部に設けられた点検口（34cm×49cm）からろ布に穴のある箇所を探していたところ、点検口内に上半身が入った状態で死亡しているのが発見された。高濃度のノルマルヘキサンが充満している点検口内に上半身を入れ作業を行ったことによる。,1,0,0,0
フロートタンクの内部塗装中に爆発し飛ばされ死亡本災害は、フロートタンクの内部塗装作業中に発生した。作業者2名がフロートタンクの内部塗装中、防爆構造でない送排風機をフロートタンク内部に入れ使用していたところ、フロートタンク内部で有機溶剤に引火・爆発し、1名が外へ約10m飛ばされて死亡、他1名が5m飛ばされ右半身火傷等を負い、1ヶ月の休業となった。,1,1,0,0
バケットに入った丁番を洗浄する全自動超音波洗浄装置内でトリクロロエチレン中毒本災害は、トリクロロエチレンで洗浄する全自動超音波洗浄装置内で作業中に発生した。工場内で、バケットに入った丁番をトリクロロエチレンで洗浄する全自動超音波洗浄装置で洗浄中に、バケットから丁番が落下したため作業者1名が丁番を取り出そうと自動洗浄装置内に入った。その後、他の作業者が洗浄装置内で意識もうろう、うずくまっている作業者を発見し、呼びかけ反応もないため、消防隊員を呼んで救出された。救急搬送され、トリクロロエチレン中毒と診断された。,0,1,0,0
病院内でエチレンオキシドガス滅菌器での滅菌作業中にエチレンオキシドガス中毒本災害は、エチレンオキシドガス滅菌器で滅菌作業中に発生した。病院内2階の中央材料室で、作業者（看護師）1名がエチレンオキシドガス滅菌器で滅菌作業を行うため、滅菌器にエチレンオキシドガスが充填されたカートリッジを装填する作業中、カートリッジを落とした。カートリッジ装填後、ガス漏れが発生したような音を聞いたため、確認のためカートリッジの装填部位に顔を近づけた。作業者はガスの拡散防止処理を行ったが、処理後、口元のしびれ、喉頭痛など中毒症状が現れ、病院を受診しエチレンオキシドガス中毒と診断された。,0,1,0,0
プール設備の保守点検作業中に塩素ガス中毒小学校のプール設備で、プール機械室から塩素の臭いがするとの情報をプール設備の保守点検業務を委託されていた事業場に教育委員会から連絡が入った。現場に急行したところ、教諭が凝集剤注入装置に誤ってプール塩素濃度調整用の次亜塩素酸ナトリウムを注入したことにより塩素ガスが発生し、プール設備の保守点検業務を行っていた作業員（配管工）が塩素ガスにばく露されたことが判明した。被災者は機械室の戸及び窓を開けて換気を行い、反応している凝集剤注入装置を屋外に運び出し、プールの排水を利用して中和し、排水処理を行った。作業者は帰社して数時間後、呼吸が苦しくなり、救急搬送され塩素ガス中毒、急性呼吸不全と診断された。,0,1,0,0
トイレの清掃作業中、フッ化水素中毒となり入院本災害は、トイレの清掃作業中に発生した。出張先での換気の不十分なトイレ清掃作業中、便器、床等の水垢洗浄のため、洗浄剤（フッ化水素含有）を使用して作業者3名で作業をしていたところ、咳、発熱、関節痛、倦怠感など体調不良を訴えたが、午前中に予定していた作業を全て終えた。午後からも清掃作業を再開し、水垢除去作業は行わなかったが、体調不良は改善せず、ふらつき等の症状が激しくなったため、救急搬送され、フッ化水素中毒と診断された。,0,3,0,0
既設めっきライン補修のための塗装作業中、薬液槽に墜落し、クロム中毒となり死亡本災害は、既設めっきライン補修のための塗装作業中に発生した。既設めっきライン補修のための塗装工事で、作業者1名が薬液槽の上に単管足場を仮設する作業中、単管足場の作業床先端から、クロム酸及び硫酸等を保有する薬液槽に墜落し、身体の65％にIII度の化学熱傷を負った。救急搬送され、搬送先の病院でクロム中毒による多臓器不全で死亡した。当時、作業者は安全帯を着用していたが、使用していなかった。,1,0,0,0
